title;author;detail;imageLink;amazonLink;genre
君は月夜に光り輝く (メディアワークス文庫);佐野 徹夜;大切な人の死から、どこかなげやりに生きてる僕。高校生になった僕のクラスには、「発光病」で入院したままの少女がいた。月の光を浴びると体が淡く光ることからそう呼ばれ、死期が近づくとその光は強くなるらしい。彼女の名前は、渡良瀬まみず。余命わずかな彼女に、死ぬまでにしたいことがあると知り…「それ、僕に手伝わせてくれないかな?」「本当に?」この約束から、止まっていた僕の時間が再び動きはじめた。今を生きるすべての人に届けたい最高のラブストーリー。;https://images-na.ssl-images-amazon.com/images/I/51kNae7J5gL._SX350_BO1,204,203,200_.jpg;https://www.amazon.co.jp/dp/4048926756/ref=sspa_dk_detail_4?psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFPS0NUS1FUMTRXNEkmZW5jcnlwdGVkSWQ9QTAzMjI0ODUzUThCRzVHNUNLRVNXJmVuY3J5cHRlZEFkSWQ9QTM2MkpCRExHUzRYUkEmd2lkZ2V0TmFtZT1zcF9kZXRhaWwmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl;JN
ホームレス中学生 (幻冬舎よしもと文庫);田村 裕;父親の解散宣言で、13歳の僕は突然家を失う。そんな僕の新しい家は公園のウンコ形遊具の中。雨で体を洗い、食べられるものはないか色々試す。そんな中で手を差し伸べてくれるたくさんの人、兄姉、友達。そして改めて考えるお母さんの事、人と関わるという事。いつしか描いた芸人という夢…。大ベストセラーとなった笑って泣ける貧乏自叙伝。;https://images-na.ssl-images-amazon.com/images/I/51HwfAH7l2L._SX331_BO1,204,203,200_.jpg;https://www.amazon.co.jp/%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%AC%E3%82%B9%E4%B8%AD%E5%AD%A6%E7%94%9F-%E5%B9%BB%E5%86%AC%E8%88%8E%E3%82%88%E3%81%97%E3%82%82%E3%81%A8%E6%96%87%E5%BA%AB-%E7%94%B0%E6%9D%91-%E8%A3%95/dp/434441568X/ref=bmx_41?_encoding=UTF8&pd_rd_i=434441568X&pd_rd_r=50f67bd9-278b-4da8-8198-6a162841184b&pd_rd_w=UOvKf&pd_rd_wg=Peh7P&pf_rd_p=2149407b-0896-4053-a80d-baa280ae868a&pf_rd_r=8BBJS5P4V7QA7AQP5F85&psc=1&refRID=8BBJS5P4V7QA7AQP5F85;JN
黒死館の当主降矢木算哲博士の自殺後、屋敷住人を血腥い連続殺人事件が襲う。奇々怪々な殺人事件の謎に、刑事弁護士・法水麟太郎がエンサイクロペディックな学識を駆使して挑む。江戸川乱歩も絶賛した本邦三大ミステリのひとつ、悪魔学と神秘科学の結晶した、めくるめく一大ペダントリー。;https://images-na.ssl-images-amazon.com/images/I/51QNAOFWOnL._SX350_BO1,204,203,200_.jpg;https://www.amazon.co.jp/%E9%BB%92%E6%AD%BB%E9%A4%A8%E6%AE%BA%E4%BA%BA%E4%BA%8B%E4%BB%B6-%E6%B2%B3%E5%87%BA%E6%96%87%E5%BA%AB-%E5%B0%8F%E6%A0%97-%E8%99%AB%E5%A4%AA%E9%83%8E/dp/4309409059/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=1603438775&sr=1-2;JN
My Humanity (ハヤカワ文庫JA);長谷 敏司;擬似神経制御言語ITPによる経験伝達と個人の文化的背景との相克を描く「地には豊穣」、ITPによる小児性愛者の矯正がグロテスクな結末を導く「allo,toi,toi」―長篇『あなたのための物語』と同設定の2篇にくわえ、軌道ステーションで起きたテロの顛末にして長篇『BEATLESS』のスピンオフ「Hollow Vision」、自己増殖ナノマシン禍に対峙する研究者を描いた書き下ろし「父たちの時間」の全4篇を収録した著者初の作品集。;https://images-na.ssl-images-amazon.com/images/I/51RIkpfcrVL._SX335_BO1,204,203,200_.jpg;https://www.amazon.co.jp/My-Humanity-%E3%83%8F%E3%83%A4%E3%82%AB%E3%83%AF%E6%96%87%E5%BA%ABJA-%E9%95%B7%E8%B0%B7-%E6%95%8F%E5%8F%B8/dp/4150311404/ref=bmx_7?_encoding=UTF8&pd_rd_i=4150311404&pd_rd_r=fe0b078c-9658-401c-bd1a-b30769de27bd&pd_rd_w=Rxtk5&pd_rd_wg=HpreB&pf_rd_p=2149407b-0896-4053-a80d-baa280ae868a&pf_rd_r=FCWGBJ3B95PQD44RKR66&psc=1&refRID=FCWGBJ3B95PQD44RKR66;JN
バナナ剥きには最適の日々 (ハヤカワ文庫JA);円城 塔;どこまで行っても、宇宙にはなにもなかった―空っぽの宇宙空間でただよい続け、いまだ出会うことのないバナナ型宇宙人を夢想し続ける無人探査機を描く表題作、淡々と受け継がれる記憶のなかで生まれ、滅びゆく時計の街を描いた「エデン逆行」など全10篇。円城作品はどうして「わからないけどおもしろい」のか、その理由が少しわかるかもしれない作品集、ついに文庫化。ボーナストラック「コンタサル・パス」を追加収録。;https://images-na.ssl-images-amazon.com/images/I/51++PHMufbL._SX339_BO1,204,203,200_.jpg;https://www.amazon.co.jp/%E3%83%90%E3%83%8A%E3%83%8A%E5%89%A5%E3%81%8D%E3%81%AB%E3%81%AF%E6%9C%80%E9%81%A9%E3%81%AE%E6%97%A5%E3%80%85-%E3%83%8F%E3%83%A4%E3%82%AB%E3%83%AF%E6%96%87%E5%BA%ABJA-%E5%86%86%E5%9F%8E-%E5%A1%94/dp/4150311501/ref=bmx_2/357-6347681-6961632?_encoding=UTF8&pd_rd_i=4150311501&pd_rd_r=1eb89bc9-1cee-4377-9ea2-061f73291c65&pd_rd_w=PIJMv&pd_rd_wg=Vkwin&pf_rd_p=2149407b-0896-4053-a80d-baa280ae868a&pf_rd_r=986DQS778DD3ZJT5GXG3&psc=1&refRID=986DQS778DD3ZJT5GXG3;JN
イニシエーション・ラブ (文春文庫);乾 くるみ;目次から仕掛けられた大胆な罠、全編にわたる絶妙な伏線、そして最後に明かされる真相…。80’sのほろ苦くてくすぐったい恋愛ドラマはそこですべてがくつがえり、2度目にはまったく違った物語が見えてくる…。;https://m.media-amazon.com/images/I/518+7XZPcYL.jpg;https://www.amazon.co.jp/%E3%82%A4%E3%83%8B%E3%82%B7%E3%82%A8%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%E3%83%BB%E3%83%A9%E3%83%96-%E6%96%87%E6%98%A5%E6%96%87%E5%BA%AB-%E4%B9%BE-%E3%81%8F%E3%82%8B%E3%81%BF-ebook/dp/B009FUWQ8A/ref=tmm_kin_swatch_0?_encoding=UTF8&qid=1603439303&sr=8-1;JN
ビター・ブラッド (幻冬舎文庫);雫井 脩介;新人刑事の佐原夏輝がはじめての現場でコンビを組まされたのは、ベテラン刑事で、少年時代に別離した実の父親・島尾明村だった。ある日、捜査一課の係長が何者かに殺害された。捜査本部は内部の犯行を疑い、その矛先は明村にも向かう。夏輝は単独で事件の核心に迫ろうとするが…。幾重にも絡み合った因縁が読者を欺き続ける傑作長編ミステリー。;https://images-na.ssl-images-amazon.com/images/I/519299lUP4L._SX336_BO1,204,203,200_.jpg;https://www.amazon.co.jp/%E3%83%93%E3%82%BF%E3%83%BC%E3%83%BB%E3%83%96%E3%83%A9%E3%83%83%E3%83%89-%E5%B9%BB%E5%86%AC%E8%88%8E%E6%96%87%E5%BA%AB-%E9%9B%AB%E4%BA%95-%E8%84%A9%E4%BB%8B/dp/4344415213/ref=bmx_19?_encoding=UTF8&pd_rd_i=4344415213&pd_rd_r=3e325531-ae12-47b0-855e-3d5ecd90f501&pd_rd_w=E9gmj&pd_rd_wg=ePp7F&pf_rd_p=2149407b-0896-4053-a80d-baa280ae868a&pf_rd_r=87BTBXKB1N0B6P9XS8F3&psc=1&refRID=87BTBXKB1N0B6P9XS8F3;JN
ＺＯＯ　1 (集英社文庫);乙一;何なんだこれは!天才・乙一のジャンル分け不能の傑作短編集が「1」、「2」に分かれて、ついに文庫化。双子の姉妹なのになぜか姉のヨーコだけが母から虐待され…(「カザリとヨーコ」)、謎の犯人に拉致監禁された姉と弟がとった脱出のための手段とは?(「SEVEN ROOMS」)など、本書「1」には映画化された5編をセレクト。文庫版特別付録として、漫画家・古屋兎丸氏との対談も収録。 --このテキストは、paperback_bunko版に関連付けられています。;https://m.media-amazon.com/images/I/41AI-una3hL.jpg;https://www.amazon.co.jp/gp/product/B00CRCKCV6/ref=dbs_a_def_rwt_bibl_vppi_i4;JN
グラスホッパー (角川文庫);伊坂 幸太郎;「人は誰でも、死にたがっている」「世界は絶望と悲惨に塗れている」でも僕は戦おうと思うんだ。君との記憶だけを武器にして―待望の書き下ろし長編。 --このテキストは、絶版本またはこのタイトルには設定されていない版型に関連付けられています。;https://m.media-amazon.com/images/I/51V4tBjO9jL.jpg;https://www.amazon.co.jp/gp/product/B0093GE5B2/ref=dbs_a_def_rwt_hsch_vapi_tkin_p1_i5;JN
空の境界(上) (講談社文庫);奈須 きのこ;二年間の昏睡から目覚めた両儀式が記憶喪失と引き換えに手に入れた、あらゆるモノの死を視ることのできる“直死の魔眼”。式のナイフに映る日常の世界は、非日常の世界と溶け合って存在している…!もはや伝説となった同人小説から出発し、“新伝綺”ムーブメントを打ち立てた歴史的傑作―。;https://images-na.ssl-images-amazon.com/images/I/51Tzi1BG4rL._SX356_BO1,204,203,200_.jpg;https://www.amazon.co.jp/%E7%A9%BA%E3%81%AE%E5%A2%83%E7%95%8C-%E4%B8%8A-%E8%AC%9B%E8%AB%87%E7%A4%BE%E6%96%87%E5%BA%AB-%E5%A5%88%E9%A0%88-%E3%81%8D%E3%81%AE%E3%81%93/dp/406275892X/ref=sr_1_15?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&dchild=1&keywords=%E3%81%AA%E3%81%99%E3%81%8D%E3%81%AE%E3%81%93&qid=1603438444&s=books&sr=1-15;JN
カラフル (文春文庫);森 絵都;生前の罪により、輪廻のサイクルから外されたぼくの魂。だが天使業界の抽選にあたり、再挑戦のチャンスを得た。自殺を図った少年、真の体にホームステイし、自分の罪を思い出さなければならないのだ。真として過ごすうち、ぼくは人の欠点や美点が見えてくるようになるのだが…。不朽の名作ついに登場。;https://images-na.ssl-images-amazon.com/images/I/31YV6wKK4SL._SX345_BO1,204,203,200_.jpg;https://www.amazon.co.jp/%E3%82%AB%E3%83%A9%E3%83%95%E3%83%AB-%E6%96%87%E6%98%A5%E6%96%87%E5%BA%AB-%E6%A3%AE-%E7%B5%B5%E9%83%BD/dp/4167741016/ref=bmx_1/357-6347681-6961632?_encoding=UTF8&pd_rd_i=4167741016&pd_rd_r=5a468b99-89e4-4811-8ab7-1dd0478533f5&pd_rd_w=PBWCG&pd_rd_wg=xxkbq&pf_rd_p=2149407b-0896-4053-a80d-baa280ae868a&pf_rd_r=VY5B44H3DD32T9XXAB4X&psc=1&refRID=VY5B44H3DD32T9XXAB4X;JN
ハーモニー (ハヤカワSFシリーズ Jコレクション);伊藤 計劃;「一緒に死のう、この世界に抵抗するために」―御冷ミァハは言い、みっつの白い錠剤を差し出した。21世紀後半、「大災禍」と呼ばれる世界的な混乱を経て、人類は医療経済を核にした福祉厚生社会を実現していた。誰もが互いのことを気遣い、親密に“しなければならない”ユートピア。体内を常時監視する医療分子により病気はほぼ消滅し、人々は健康を第一とする価値観による社会を形成したのだ。そんな優しさと倫理が真綿で首を絞めるような世界に抵抗するため、3人の少女は餓死することを選択した―。それから13年後、医療社会に襲いかかった未曾有の危機に、かつて自殺を試みて死ねなかった少女、現在は世界保健機構の生命監察機関に所属する霧慧トァンは、あのときの自殺の試みで唯ひとり死んだはずの友人の影を見る。これは“人類”の最終局面に立ち会ったふたりの女性の物語―。『虐殺器官』の著者が描く、ユートピアの臨界点。;https://images-na.ssl-images-amazon.com/images/I/61YPiB8fy1L._SX298_BO1,204,203,200_.jpg;https://www.amazon.co.jp/%E3%83%8F%E3%83%BC%E3%83%A2%E3%83%8B%E3%83%BC-%E3%83%8F%E3%83%A4%E3%82%AB%E3%83%AFSF%E3%82%B7%E3%83%AA%E3%83%BC%E3%82%BA-J%E3%82%B3%E3%83%AC%E3%82%AF%E3%82%B7%E3%83%A7%E3%83%B3-%E4%BC%8A%E8%97%A4-%E8%A8%88%E5%8A%83/dp/415208992X/ref=tmm_hrd_swatch_0?_encoding=UTF8&qid=1603438918&sr=1-1;JN
夜は短し歩けよ乙女 (角川文庫);森見 登美彦;「黒髪の乙女」にひそかに想いを寄せる「先輩」は、夜の先斗町に、下鴨神社の古本市に、大学の学園祭に、彼女の姿を追い求めた。けれど先輩の想いに気づかない彼女は、頻発する“偶然の出逢い”にも「奇遇ですねえ!」と言うばかり。そんな2人を待ち受けるのは、個性溢れる曲者たちと珍事件の数々だった。山本周五郎賞を受賞し、本屋大賞2位にも選ばれた、キュートでポップな恋愛ファンタジーの傑作。;https://images-na.ssl-images-amazon.com/images/I/51pCh7DRrGL._SX357_BO1,204,203,200_.jpg;https://www.amazon.co.jp/%E5%A4%9C%E3%81%AF%E7%9F%AD%E3%81%97%E6%AD%A9%E3%81%91%E3%82%88%E4%B9%99%E5%A5%B3-%E8%A7%92%E5%B7%9D%E6%96%87%E5%BA%AB-%E6%A3%AE%E8%A6%8B-%E7%99%BB%E7%BE%8E%E5%BD%A6/dp/4043878028/ref=bmx_14?_encoding=UTF8&pd_rd_i=4043878028&pd_rd_r=b3496bdc-9bbd-465c-811e-ff7916dc6ccb&pd_rd_w=FgY3F&pd_rd_wg=xsL09&pf_rd_p=2149407b-0896-4053-a80d-baa280ae868a&pf_rd_r=98WR1QPNCKXR10MZ787B&psc=1&refRID=98WR1QPNCKXR10MZ787B;JN
容疑者Xの献身 (文春文庫);東野 圭吾;天才数学者でありながら不遇な日日を送っていた高校教師の石神は、一人娘と暮らす隣人の靖子に秘かな想いを寄せていた。彼女たちが前夫を殺害したことを知った彼は、二人を救うため完全犯罪を企てる。だが皮肉にも、石神のかつての親友である物理学者の湯川学が、その謎に挑むことになる。ガリレオシリーズ初の長篇、直木賞受賞作。;https://images-na.ssl-images-amazon.com/images/I/31gv8PngeiL._SX343_BO1,204,203,200_.jpg;https://www.amazon.co.jp/%E5%AE%B9%E7%96%91%E8%80%85X%E3%81%AE%E7%8C%AE%E8%BA%AB-%E6%96%87%E6%98%A5%E6%96%87%E5%BA%AB-%E6%9D%B1%E9%87%8E-%E5%9C%AD%E5%90%BE/dp/4167110121/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=;JN
「また、必ず会おう」と誰もが言った。;喜多川 泰;市井の大人たちとの縁から、少年は一生忘れることのない思い出を手にした。ベストセラー作家が描く、輝きの物語。;https://images-na.ssl-images-amazon.com/images/I/51TuORREg8L._SX337_BO1,204,203,200_.jpg;https://www.amazon.co.jp/%E3%80%8C%E3%81%BE%E3%81%9F%E3%80%81%E5%BF%85%E3%81%9A%E4%BC%9A%E3%81%8A%E3%81%86%E3%80%8D%E3%81%A8%E8%AA%B0%E3%82%82%E3%81%8C%E8%A8%80%E3%81%A3%E3%81%9F%E3%80%82-%E5%96%9C%E5%A4%9A%E5%B7%9D-%E6%B3%B0/dp/476313115X/ref=tmm_hrd_swatch_0?_encoding=UTF8&qid=&sr=;JN
5分間リアル脱出ゲーム;SCRAP;全世界を熱狂の渦に巻き込んでいる参加型謎解きイベント「リアル脱出ゲーム」のエッセンスを凝縮した、いつでもどこでも楽しめる謎解きゲーム集。通勤・通学の時間、休憩時間、待ち合わせまでの時間など、ちょっとした日常の合間に楽しんでください!;https://images-na.ssl-images-amazon.com/images/I/41vZ58HqbAL._SX352_BO1,204,203,200_.jpg;https://www.amazon.co.jp/dp/4909474145/ref=sspa_dk_detail_2?psc=1&pd_rd_i=4909474145p13NParams&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExSzZBM1RMTEtTOUNUJmVuY3J5cHRlZElkPUEwMzMzNTAzWFpOVlRCR0hBNVZHJmVuY3J5cHRlZEFkSWQ9QTJPMDQ1NEJXWUZJU0Mmd2lkZ2V0TmFtZT1zcF9kZXRhaWwmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl;JN
空の境界 未来福音 (星海社文庫);奈須 きのこ;新伝綺ムーブメントを打ち立てた歴史的傑作、『空の境界』の唯一にして正統なる継承作品として発表された伝説の同人作品を、満を持して星海社文庫化。未来視の少女・瀬尾静音と出会った黒桐幹也と、同じく未来視の連続爆弾魔・倉密メルカと出会った両儀式。ふたつの“未来”が重なり合う結末の行方は―!?これぞ未来と過去を繋ぐ空白にして未来への福音。;https://images-na.ssl-images-amazon.com/images/I/51l+xAOJ61L._SX355_BO1,204,203,200_.jpg;https://www.amazon.co.jp/%E7%A9%BA%E3%81%AE%E5%A2%83%E7%95%8C-%E6%9C%AA%E6%9D%A5%E7%A6%8F%E9%9F%B3-%E6%98%9F%E6%B5%B7%E7%A4%BE%E6%96%87%E5%BA%AB-%E5%A5%88%E9%A0%88-%E3%81%8D%E3%81%AE%E3%81%93/dp/406138919X/ref=bmx_3/357-6347681-6961632?_encoding=UTF8&pd_rd_i=406138919X&pd_rd_r=a85977da-612a-431c-b0f1-00377fd20905&pd_rd_w=Ce5Iy&pd_rd_wg=gxaDT&pf_rd_p=2149407b-0896-4053-a80d-baa280ae868a&pf_rd_r=7A9ZQ61K7EV4DGEZ88GS&psc=1&refRID=7A9ZQ61K7EV4DGEZ88GS;JN
Self-Reference ENGINE (ハヤカワ文庫JA);円城 塔;彼女のこめかみには弾丸が埋まっていて、我が家に伝わる箱は、どこかの方向に毎年一度だけ倒される。老教授の最終講義は鯰文書の謎を解き明かし、床下からは大量のフロイトが出現する。そして小さく白い可憐な靴下は異形の巨大石像へと挑みかかり、僕らは反乱を起こした時間のなか、あてのない冒険へと歩みを進める―軽々とジャンルを越境し続ける著者による驚異のデビュー作、2篇の増補を加えて待望の文庫化。;https://images-na.ssl-images-amazon.com/images/I/41nQiE2nAgL._SX336_BO1,204,203,200_.jpg;https://www.amazon.co.jp/Self-Reference-ENGINE-%E3%83%8F%E3%83%A4%E3%82%AB%E3%83%AF%E6%96%87%E5%BA%ABJA-%E5%86%86%E5%9F%8E-%E5%A1%94/dp/415030985X/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=1603435303&sr=1-1;JN
虐殺器官 (ハヤカワ文庫JA);伊藤 計劃;9・11以降の、“テロとの戦い”は転機を迎えていた。先進諸国は徹底的な管理体制に移行してテロを一掃したが、後進諸国では内戦や大規模虐殺が急激に増加していた。米軍大尉クラヴィス・シェパードは、その混乱の陰に常に存在が囁かれる謎の男、ジョン・ポールを追ってチェコへと向かう…彼の目的とはいったいなにか?大量殺戮を引き起こす“虐殺の器官”とは?現代の罪と罰を描破する、ゼロ年代最高のフィクション。;https://images-na.ssl-images-amazon.com/images/I/51dRqxvlg7L._SX335_BO1,204,203,200_.jpg;https://www.amazon.co.jp/%E8%99%90%E6%AE%BA%E5%99%A8%E5%AE%98%E3%80%94%E6%96%B0%E7%89%88%E3%80%95-%E3%83%8F%E3%83%A4%E3%82%AB%E3%83%AF%E6%96%87%E5%BA%ABJA-%E4%BC%8A%E8%97%A4%E8%A8%88%E5%8A%83/dp/415031165X/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=;JN
コンビニ人間 (文春文庫);村田 沙耶香;「いらっしゃいませー!」お客様がたてる音に負けじと、私は叫ぶ。古倉恵子、コンビニバイト歴18年。彼氏なしの36歳。日々コンビニ食を食べ、夢の中でもレジを打ち、「店員」でいるときのみ世界の歯車になれる。ある日婚活目的の新入り男性・白羽がやってきて…。現代の実存を軽やかに問う第155回芥川賞受賞作。;https://images-na.ssl-images-amazon.com/images/I/51CfCcofrIL._SX342_BO1,204,203,200_.jpg;https://www.amazon.co.jp/%E3%82%B3%E3%83%B3%E3%83%93%E3%83%8B%E4%BA%BA%E9%96%93-%E6%96%87%E6%98%A5%E6%96%87%E5%BA%AB-%E6%9D%91%E7%94%B0-%E6%B2%99%E8%80%B6%E9%A6%99/dp/4167911302/ref=sr_1_1?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=2O90LZJXTO7X4&dchild=1&keywords=%E3%82%B3%E3%83%B3%E3%83%93%E3%83%8B%E4%BA%BA%E9%96%93&qid=1603436679&s=books&sprefix=%E3%82%B3%E3%83%B3%E3%83%93%E3%83%8B%2Cstripbooks%2C260&sr=1-1;JN
ドグラ・マグラ (ハヤカワ・ミステリ 276);夢野 久作;精神医学の未開の領域に挑んで、久作一流のドグマをほしいままに駆使しながら、遺伝と夢中遊行病、唯物化学と精神科学の対峙、ライバル学者の闘争、千年前の伝承など、あまりにもりだくさんの趣向で、かえって読者を五里霧中に導いてしまう。それがこの大作の奇妙な魅力であって、千人が読めば千人ほどの感興が湧くにちがいない。探偵小説の枠を無視した空前絶後の奇想小説。
